0.0000E+0	1.4145E+1	1.4200E+1	1.4256E+1	1.4311E+1	1.4367E+1	1.4422E+1	1.4478E+1	1.4533E+1	1.4589E+1	1.4644E+1	1.4700E+1	1.4755E+1	1.4811E+1	1.4866E+1	1.4922E+1	1.4977E+1	1.5033E+1	1.5088E+1	1.5143E+1	1.5199E+1	1.5254E+1	1.5310E+1	1.5365E+1	1.5421E+1	1.5476E+1	1.5532E+1	1.5587E+1	1.5643E+1	1.5698E+1	1.5754E+1	1.5809E+1	1.5865E+1	1.5920E+1	1.5976E+1	1.6031E+1	1.6087E+1	1.6142E+1	1.6197E+1	1.6253E+1	1.6308E+1	1.6364E+1	1.6419E+1	1.6475E+1	1.6530E+1	1.6586E+1	1.6641E+1	1.6697E+1	1.6752E+1	1.6808E+1	1.6863E+1	1.6919E+1	1.6974E+1	1.7030E+1	1.7085E+1	1.7140E+1	1.7196E+1	1.7251E+1	1.7307E+1	1.7362E+1	1.7418E+1	1.7473E+1
1.4165E+1	-2.3125E-8	-1.6193E-8	1.9486E-8	2.7566E-9	3.6705E-8	-5.3641E-9	6.6328E-9	-7.3288E-8	3.3056E-8	-5.4539E-8	-3.9970E-8	-3.1528E-8	-1.6979E-8	2.3931E-8	-6.7239E-8	2.5144E-8	-1.3292E-8	-1.2332E-8	3.9826E-8	3.0434E-8	-5.1847E-9	-5.9754E-8	3.6301E-8	1.1707E-8	4.2308E-8	-3.6219E-8	-4.1297E-8	5.2643E-8	1.5107E-8	2.7353E-8	-3.8298E-8	4.9306E-8	1.5352E-8	3.8752E-8	-4.7028E-8	1.0353E-9	2.0434E-8	3.1639E-8	-2.9749E-8	3.7289E-8	5.8174E-8	6.6837E-8	3.5000E-9	-5.2738E-8	2.0629E-9	-3.6679E-9	-8.2644E-8	-4.3624E-8	1.9130E-8	-3.6123E-8	3.7546E-8	1.9784E-8	1.1242E-7	1.9889E-8	4.0359E-8	-1.7983E-8	1.3468E-8	1.8262E-8	-7.7597E-8	-4.2532E-8	9.6949E-9
1.4203E+1	2.6843E-8	1.6463E-8	1.9210E-8	-8.3251E-10	-7.0738E-9	9.6004E-8	2.1805E-11	-9.1121E-8	1.0003E-8	2.7287E-8	1.3412E-8	-9.7176E-8	-3.0699E-8	4.0281E-8	-6.1911E-9	-4.9441E-8	3.6412E-8	3.5701E-10	9.4137E-9	2.4487E-8	6.8289E-8	4.4501E-10	-2.2196E-8	-3.8702E-8	4.9993E-8	6.7626E-8	-4.7894E-8	2.1217E-8	2.0985E-8	-4.2945E-8	-1.6209E-8	5.8970E-8	6.1158E-8	-3.3493E-8	-3.2960E-8	6.3344E-9	7.2166E-8	9.4659E-8	3.7029E-10	-4.3827E-9	2.8177E-8	-1.5914E-8	7.4762E-8	-5.5852E-8	-2.0272E-8	-4.3371E-10	-1.7111E-8	1.9813E-8	3.7616E-8	1.4142E-8	5.6984E-8	5.8114E-9	4.4114E-9	3.2880E-8	1.2134E-8	1.3149E-8	-1.0832E-7	1.2012E-8	4.5215E-8	-3.9687E-8	-3.1376E-8
1.4240E+1	-8.8095E-8	5.2658E-7	7.2783E-7	-1.4726E-7	-3.3130E-7	2.3671E-7	9.8246E-8	-1.6704E-7	-3.4362E-7	-6.2142E-7	6.6816E-7	-4.8599E-8	-6.9193E-7	2.3458E-7	8.1909E-7	4.9549E-8	4.6708E-7	8.8388E-7	1.7563E-7	-1.3076E-7	-3.2747E-7	-2.6881E-8	-4.4253E-7	-8.4355E-7	1.9919E-7	5.1767E-7	-2.9180E-8	-5.9567E-9	6.4414E-7	-2.5218E-8	-5.3555E-7	-2.1339E-7	4.3684E-7	3.5742E-7	2.0371E-8	6.0127E-7	-2.8643E-8	-4.3129E-7	-2.8098E-7	-6.6629E-9	6.2870E-7	-4.4844E-7	4.4604E-7	-1.1005E-7	5.0531E-8	-8.0064E-7	-5.2551E-7	-1.1413E-7	5.2964E-7	5.0167E-7	8.3106E-7	1.5938E-6	-3.5679E-7	1.7842E-7	-3.3461E-7	3.9894E-7	-2.8049E-7	-5.8294E-7	-1.4231E-7	3.3745E-8	-1.8405E-7
1.4278E+1	-2.0848E-7	-8.8088E-8	4.1871E-7	2.6352E-7	2.5655E-7	-2.6261E-7	-7.9823E-7	1.5628E-7	2.4891E-7	-2.0401E-7	-5.9535E-7	-4.4602E-9	-8.6384E-8	-8.0820E-7	3.6652E-7	-3.3320E-7	4.7170E-7	6.5343E-7	2.2179E-7	4.0645E-7	-1.0612E-7	-1.5188E-7	-1.7544E-7	1.5523E-8	-4.5959E-7	4.2498E-7	-2.7053E-7	3.8603E-9	-1.9707E-7	6.9044E-8	3.6743E-7	-2.9799E-7	-1.3361E-7	-3.6393E-7	2.0253E-7	5.2764E-7	3.2948E-7	-1.4535E-7	-7.1594E-7	-4.0686E-7	-2.3254E-8	-7.2572E-8	2.7536E-7	1.2398E-7	4.6604E-7	-1.4944E-7	1.9648E-7	-2.0267E-7	5.7108E-8	1.9571E-7	2.2939E-7	7.8590E-7	8.5338E-8	-5.3785E-8	3.0541E-8	-2.6232E-7	3.8173E-7	8.9092E-7	6.9194E-8	-1.9803E-7	1.0919E-7
1.4316E+1	1.5446E-8	-2.6708E-7	-1.1965E-7	-1.0905E-7	3.4972E-7	-2.3581E-7	-3.4224E-8	-4.6289E-7	-3.6242E-7	6.5260E-7	2.6289E-7	2.8745E-7	4.7199E-7	-5.6007E-7	9.6813E-9	2.8157E-7	-4.1168E-7	4.0250E-7	8.7380E-8	-2.4738E-7	-6.2047E-7	2.0602E-7	-4.7561E-7	9.7854E-7	1.2047E-7	-5.5176E-8	2.9570E-7	3.1809E-7	-2.4673E-7	9.1999E-8	-1.4308E-7	-7.3984E-8	1.2968E-7	3.1011E-7	1.6431E-7	1.1014E-7	-2.8942E-7	5.5454E-7	1.5870E-7	6.3680E-8	-2.4382E-7	-1.7784E-8	-9.5880E-8	-2.1541E-7	3.8057E-7	-6.9793E-7	7.2092E-7	1.1686E-7	2.9157E-7	-7.6631E-8	4.5478E-7	3.8430E-8	9.4814E-8	-2.6014E-7	4.7084E-7	-5.2854E-7	-5.1158E-7	2.6088E-7	5.1641E-7	-1.6513E-7	5.7796E-7
1.4354E+1	-2.4287E-7	-5.6870E-7	-2.8299E-7	9.5596E-8	-3.7033E-7	-2.9634E-7	7.1360E-9	3.1625E-7	-1.1372E-6	4.5456E-8	-6.0982E-7	-2.4282E-7	8.8813E-7	-1.3958E-7	-5.9723E-7	2.1631E-7	-1.9403E-7	-3.0279E-7	6.1174E-7	2.1505E-7	-1.0934E-6	-1.6677E-7	-1.2012E-7	-1.4400E-7	-2.5243E-7	-1.2296E-7	7.1349E-9	4.6395E-7	-9.4844E-7	1.8545E-7	1.2775E-7	-5.9204E-7	4.1517E-8	-3.9927E-7	6.0941E-7	-6.8574E-7	-1.6819E-7	3.5529E-7	4.1188E-7	1.2594E-7	-3.8554E-7	3.2694E-7	6.3641E-8	-1.4230E-8	4.3383E-7	-3.3216E-7	-1.8784E-7	7.4665E-8	-6.4933E-8	-3.1933E-7	2.5279E-7	-2.8253E-7	3.5128E-7	-2.7165E-7	6.6658E-7	7.9814E-8	-4.6411E-7	-1.3711E-7	1.5931E-7	-4.5214E-7	2.7571E-7
1.4392E+1	1.3155E-7	-7.8153E-7	-3.9507E-7	2.8832E-7	-3.7305E-7	2.3252E-7	1.2854E-7	-1.2841E-7	1.1373E-7	4.2352E-7	1.1493E-7	-1.1872E-6	2.6783E-7	2.9857E-7	-1.9046E-8	-3.4013E-7	-9.0489E-7	-2.9954E-7	2.3585E-7	1.8400E-7	-1.9886E-8	-4.0347E-7	5.9521E-7	2.3101E-7	-8.4621E-7	-2.5609E-7	6.8152E-7	-9.1131E-9	-4.1393E-7	-5.4561E-7	-1.0757E-7	-2.5656E-7	7.3939E-7	5.3183E-7	1.1967E-7	-3.6578E-7	-6.7039E-7	6.6605E-7	-1.0271E-7	9.0272E-7	-4.2303E-7	-1.4137E-7	-4.1121E-7	2.6590E-7	-4.9423E-8	1.9661E-7	-1.6409E-7	-6.1611E-7	3.3205E-7	-5.7814E-7	1.2516E-7	-1.4191E-7	1.3008E-7	6.3296E-8	1.0744E-7	1.1547E-7	-6.2238E-7	-4.7986E-7	2.6690E-7	4.1695E-7	4.1324E-7
1.4430E+1	4.1114E-7	-7.6840E-7	1.4974E-7	1.8931E-7	-1.9551E-7	2.6307E-7	3.1693E-7	-1.1793E-7	-4.3053E-7	8.7397E-7	-2.5603E-7	-2.9352E-7	4.3759E-7	-1.6881E-7	2.6470E-8	2.7391E-7	-6.8251E-7	-9.1241E-7	7.6287E-8	-8.7189E-7	-3.6633E-8	-1.0513E-7	6.8470E-8	2.2508E-7	-3.3654E-7	3.5886E-9	5.1742E-7	5.2675E-7	-7.0431E-7	4.4021E-7	-4.3773E-7	-2.6079E-7	-2.4824E-7	6.9646E-7	4.0226E-7	5.2476E-8	-3.1380E-7	1.7193E-7	-3.6398E-7	5.2092E-8	1.2418E-6	1.2546E-7	5.3948E-7	2.8203E-7	2.4903E-7	-2.5513E-7	4.7995E-7	-4.7139E-7	1.9251E-7	6.8758E-8	-5.0428E-7	4.7646E-7	-1.6691E-7	3.7138E-8	1.7439E-7	-7.2197E-8	-5.3468E-7	-6.1854E-7	-7.4983E-7	8.9179E-8	3.5731E-7
1.4468E+1	4.4718E-7	-4.9817E-7	1.5122E-7	4.8002E-7	3.3229E-8	8.2694E-7	-3.5600E-7	7.2817E-7	2.6139E-7	6.9888E-7	2.7072E-7	-1.0830E-6	6.7302E-7	1.2135E-7	-4.8489E-8	-2.7035E-7	3.0510E-7	-6.5744E-8	-3.1202E-7	-6.7233E-7	-9.5415E-7	8.8419E-8	-7.0788E-7	-5.1716E-7	-4.3867E-7	5.7760E-8	-1.0440E-7	1.3140E-7	8.7023E-8	-3.0822E-7	2.8206E-7	1.6057E-7	4.4063E-8	-5.5380E-7	-2.1131E-7	5.6400E-8	1.0091E-7	-3.1517E-7	-1.4689E-7	-9.9830E-7	-9.9201E-8	-4.4313E-7	5.4203E-7	1.9341E-7	-1.8801E-7	-2.0441E-8	-9.6331E-8	1.1201E-6	1.9206E-7	7.9731E-7	-2.3070E-7	6.9769E-7	6.2617E-7	-3.2122E-7	2.9524E-7	3.3039E-7	-4.9981E-7	2.4032E-7	-8.5033E-8	3.4625E-7	-1.5503E-7
