0.0000E+0	0.0000E+0
1.4172E+1	1.3284E-6
1.4210E+1	-6.6136E-8
1.4249E+1	-2.8201E-5
1.4287E+1	-1.8386E-5
1.4325E+1	-5.5840E-5
1.4363E+1	3.5894E-5
1.4402E+1	-8.9062E-5
1.4440E+1	-3.7106E-5
1.4478E+1	7.7919E-5
1.4516E+1	-1.1897E-4
1.4555E+1	1.8389E-4
1.4593E+1	2.1533E-4
1.4631E+1	2.5460E-4
1.4669E+1	3.9782E-4
1.4708E+1	3.8421E-4
1.4746E+1	4.7484E-4
1.4784E+1	4.7291E-4
1.4822E+1	9.4038E-4
1.4861E+1	5.9824E-4
1.4899E+1	4.2348E-4
1.4937E+1	7.0424E-4
1.4975E+1	8.3067E-4
1.5014E+1	7.1689E-4
1.5052E+1	2.7503E-4
1.5090E+1	9.6536E-5
1.5128E+1	-4.4664E-5
1.5167E+1	-1.6105E-4
1.5205E+1	-5.9266E-5
1.5243E+1	-4.3851E-6
1.5281E+1	-7.4407E-5
1.5320E+1	-1.8664E-4
1.5358E+1	-1.5598E-4
1.5396E+1	-6.4397E-5
1.5434E+1	-6.7862E-5
1.5473E+1	-8.0973E-5
1.5511E+1	-2.1677E-5
1.5549E+1	2.9703E-5
1.5587E+1	4.7181E-5
1.5626E+1	5.4394E-5
1.5664E+1	4.5256E-5
1.5702E+1	1.4770E-5
1.5740E+1	6.1064E-6
1.5779E+1	1.2330E-5
1.5817E+1	2.4271E-6
1.5855E+1	-7.7761E-6
1.5893E+1	-2.6100E-5
1.5932E+1	-2.5282E-5
1.5970E+1	-1.1317E-5
1.6008E+1	-8.8259E-6
1.6046E+1	-4.6686E-7
1.6085E+1	1.0442E-5
1.6123E+1	1.9449E-5
1.6161E+1	2.1649E-5
1.6199E+1	2.4546E-5
1.6238E+1	1.5393E-5
1.6276E+1	-3.2742E-6
1.6314E+1	-7.6580E-6
1.6352E+1	-4.1848E-6
1.6391E+1	2.1585E-6
1.6429E+1	4.2859E-6
1.6467E+1	-8.1323E-6
1.6505E+1	-8.4925E-6
1.6544E+1	4.2911E-6
1.6582E+1	-4.5424E-6
1.6620E+1	-1.5099E-5
1.6658E+1	-2.4263E-6
1.6697E+1	7.4624E-7
1.6735E+1	-3.3101E-6
1.6773E+1	1.3094E-7
1.6811E+1	-1.2046E-6
1.6850E+1	4.3875E-7
1.6888E+1	-2.1071E-6
1.6926E+1	-1.1757E-6
1.6964E+1	3.7316E-7
1.7003E+1	1.1102E-7
1.7041E+1	4.8453E-7
1.7079E+1	1.2855E-6
1.7117E+1	1.3233E-6
1.7156E+1	-3.7859E-7
1.7194E+1	-1.3896E-7
1.7232E+1	1.3054E-7
1.7270E+1	-1.0225E-6
1.7309E+1	1.2605E-6
1.7347E+1	9.0576E-8
1.7385E+1	1.1536E-7
1.7423E+1	-3.3577E-8
