0.0000E+0	1.4422E+1	1.4478E+1	1.4533E+1	1.4589E+1	1.4644E+1	1.4700E+1	1.4755E+1	1.4811E+1	1.4866E+1	1.4922E+1	1.4977E+1	1.5033E+1	1.5088E+1	1.5143E+1	1.5199E+1	1.5254E+1	1.5310E+1	1.5365E+1	1.5421E+1	1.5476E+1	1.5532E+1	1.5587E+1	1.5643E+1	1.5698E+1	1.5754E+1	1.5809E+1	1.5865E+1	1.5920E+1	1.5976E+1	1.6031E+1	1.6087E+1	1.6142E+1	1.6197E+1	1.6253E+1	1.6308E+1	1.6364E+1	1.6419E+1	1.6475E+1	1.6530E+1	1.6586E+1	1.6641E+1	1.6697E+1	1.6752E+1	1.6808E+1	1.6863E+1	1.6919E+1	1.6974E+1	1.7030E+1	1.7085E+1	1.7140E+1	1.7196E+1	1.7251E+1	1.7307E+1	1.7362E+1	1.7418E+1	1.7473E+1
1.4430E+1	8.0888E-8	6.8515E-8	6.8399E-8	9.0908E-8	9.6384E-8	1.2090E-7	8.7899E-8	6.5142E-8	4.2944E-8	1.0199E-8	1.0925E-8	-1.2934E-8	-7.5224E-8	-9.0515E-8	-5.4112E-8	-5.7654E-8	-1.9130E-8	-7.3426E-8	-1.0341E-7	-1.0487E-7	-9.6883E-8	-8.7381E-8	-3.6251E-8	-6.1024E-8	-1.1010E-8	-4.2776E-9	1.5810E-8	-1.1354E-8	4.5185E-9	5.5353E-9	-9.1716E-9	-4.4388E-8	-4.2626E-8	-1.6131E-8	-3.1059E-8	-4.4527E-8	-6.7214E-9	-3.6006E-8	-7.1733E-9	-4.2977E-8	-4.3253E-8	-3.3823E-8	-3.6858E-8	-5.1137E-8	-1.1022E-8	-1.2027E-8	1.6000E-9	-2.9466E-8	-9.7565E-9	-7.4828E-9	-2.4223E-8	-2.5032E-8	1.0249E-8	2.0161E-8	-1.2560E-9	-1.0500E-8
1.4468E+1	1.4982E-7	1.1927E-7	1.5041E-7	1.5777E-7	1.9791E-7	2.0839E-7	1.4088E-7	9.8647E-8	2.3094E-8	-9.9471E-9	-1.2022E-8	-3.0562E-10	-6.5571E-8	-1.5905E-7	-1.2360E-7	-8.9884E-8	-8.6438E-8	-1.1987E-7	-1.4057E-7	-1.7174E-7	-1.4751E-7	-1.0357E-7	-8.1820E-8	-5.8158E-8	-2.1131E-8	3.2581E-9	3.7546E-8	3.4835E-8	-2.8047E-8	7.5095E-9	-2.8202E-8	-1.7026E-8	-5.8865E-8	-3.4129E-8	-3.4889E-8	-6.0287E-8	-5.5912E-8	-6.0432E-8	-5.9353E-8	-5.0790E-8	-4.4291E-8	-3.6099E-8	-4.2337E-8	-5.5179E-8	-4.3613E-8	-1.9572E-8	-5.9533E-10	-4.1469E-8	-2.5286E-8	8.2699E-9	-3.7298E-8	-4.7539E-8	-2.5834E-8	-4.1388E-8	7.0953E-9	-8.7178E-9
1.4505E+1	1.7377E-7	2.0613E-7	2.7067E-7	3.4319E-7	2.7683E-7	3.2052E-7	2.0959E-7	1.7512E-7	8.2435E-8	5.8192E-8	2.2601E-8	1.0952E-8	-4.7164E-8	-1.1156E-7	-1.8539E-7	-1.2714E-7	-1.2403E-7	-1.4525E-7	-2.0972E-7	-2.0690E-7	-2.1594E-7	-1.4020E-7	-9.9677E-8	-6.2871E-8	-5.7703E-8	-2.7786E-8	7.1054E-9	3.4206E-8	-1.4697E-8	5.5285E-9	-5.9001E-8	-1.2942E-8	-2.6022E-8	-2.3641E-8	-3.2574E-8	-1.1299E-7	-1.1220E-7	-1.1671E-7	-1.2042E-7	-8.2684E-8	-7.9289E-8	-5.0113E-8	-8.5650E-8	-4.5619E-8	-5.7222E-8	-4.5017E-8	-2.8961E-8	-2.0088E-8	-4.5873E-8	-3.1446E-8	8.7612E-9	-2.1336E-8	-3.8251E-8	-2.0588E-8	-4.8217E-8	-2.5039E-8
1.4543E+1	2.0382E-7	3.1357E-7	4.7944E-7	6.0027E-7	6.2576E-7	5.2144E-7	3.7407E-7	2.6465E-7	1.5838E-7	1.0405E-7	7.4212E-8	6.1006E-8	-3.0866E-8	-7.0882E-8	-2.0864E-7	-2.5088E-7	-2.3180E-7	-2.2710E-7	-2.7153E-7	-2.6478E-7	-2.3519E-7	-2.0239E-7	-1.3389E-7	-1.0570E-8	-1.8578E-8	2.5617E-8	3.5917E-8	1.8198E-8	-1.6446E-8	1.5154E-8	-7.9418E-8	-3.9374E-8	-2.6997E-8	6.2618E-9	-7.6626E-9	-6.0046E-8	-1.5584E-7	-1.4209E-7	-1.8525E-7	-9.7150E-8	-1.8774E-7	-1.3103E-7	-1.5045E-7	-1.2393E-7	-1.4019E-7	-4.6957E-8	-9.1798E-8	-9.0180E-8	-1.7896E-8	-9.0650E-8	-5.2857E-8	-3.7290E-8	-8.0567E-8	-7.1055E-8	-1.5271E-8	-5.4433E-8
1.4581E+1	3.3011E-7	4.0689E-7	7.1512E-7	9.7200E-7	1.0070E-6	9.8789E-7	7.1377E-7	5.2085E-7	3.5921E-7	3.1181E-7	1.5266E-7	1.3627E-7	1.0608E-7	7.1420E-8	-9.7726E-8	-2.4641E-7	-2.9035E-7	-2.4424E-7	-3.7658E-7	-3.0008E-7	-3.1021E-7	-2.0986E-7	-1.8661E-7	-2.1282E-8	-4.0870E-8	7.8957E-8	1.3760E-7	9.3434E-8	7.8825E-8	7.8150E-8	-5.8578E-8	-3.6566E-9	-7.6877E-8	-4.8367E-8	-3.3204E-8	-1.0240E-7	-9.3397E-8	-1.4668E-7	-1.7887E-7	-1.3654E-7	-1.6992E-7	-2.2635E-7	-2.0190E-7	-1.5919E-7	-1.5162E-7	-1.3386E-7	-9.5549E-8	-1.5731E-7	-2.7382E-8	-7.6934E-8	-7.4317E-8	-1.0165E-7	-8.3648E-8	-1.0963E-7	-1.1929E-7	-4.5001E-8
1.4619E+1	4.1278E-7	5.1552E-7	8.1174E-7	1.5397E-6	1.7991E-6	1.5640E-6	1.2071E-6	7.1533E-7	4.3350E-7	4.1698E-7	3.4535E-7	1.7419E-7	1.5508E-7	1.5374E-7	-2.6200E-10	-2.0274E-7	-3.7495E-7	-2.1250E-7	-2.9517E-7	-3.3876E-7	-3.2956E-7	-2.5419E-7	-1.1270E-7	-1.8109E-8	2.9811E-8	5.9719E-8	2.4214E-7	2.0047E-7	1.3794E-7	1.3539E-7	2.0334E-8	-1.7695E-8	4.0306E-8	-1.1310E-7	-4.6549E-8	-1.8284E-7	-1.6375E-7	-1.9891E-7	-2.1000E-7	-2.6448E-7	-2.6748E-7	-2.3186E-7	-2.4166E-7	-2.6429E-7	-1.5459E-7	-1.2848E-7	-2.0726E-7	-1.9880E-7	-1.1210E-7	-7.3608E-8	-1.2607E-7	-1.3271E-7	-1.9527E-7	-9.7353E-8	-1.4098E-7	-5.7512E-8
1.4657E+1	3.6833E-7	4.6984E-7	6.1203E-7	1.5339E-6	2.9390E-6	2.8119E-6	2.1538E-6	1.3596E-6	7.4318E-7	5.6879E-7	6.1505E-7	4.8197E-7	4.0733E-7	3.5563E-7	2.1884E-7	3.1455E-8	-2.7491E-7	-2.1319E-7	-1.0074E-7	-2.1888E-7	-2.7142E-7	-2.8197E-7	-1.1418E-7	-4.1971E-8	1.4774E-7	2.0102E-7	3.2555E-7	5.4722E-7	4.5210E-7	3.1438E-7	2.6611E-7	2.4588E-8	7.7845E-8	4.7527E-8	3.0683E-8	-7.0697E-8	-1.1020E-7	-2.0448E-7	-2.2325E-7	-2.7590E-7	-3.4282E-7	-3.6137E-7	-2.0931E-7	-2.3374E-7	-2.5541E-7	-1.4189E-7	-2.1950E-7	-2.1112E-7	-2.2793E-7	-1.6908E-7	-1.7917E-7	-1.9913E-7	-2.5248E-7	-2.4060E-7	-1.7767E-7	-6.8299E-8
1.4695E+1	1.6562E-6	1.9796E-6	2.8267E-6	5.7179E-6	2.8250E-5	4.1181E-5	3.2627E-5	2.2286E-5	1.2347E-5	7.6069E-6	7.6107E-6	7.6356E-6	6.2393E-6	5.9215E-6	4.5466E-6	3.5118E-6	-9.8624E-8	-7.8492E-7	6.9604E-7	1.0703E-6	-5.3905E-7	-7.4811E-7	-8.6655E-7	-1.0468E-6	5.1925E-7	3.2766E-6	3.3199E-6	5.9743E-6	8.0958E-6	6.9378E-6	6.4652E-6	3.6099E-6	2.6261E-6	2.4017E-6	2.4988E-6	1.8137E-6	1.0311E-6	2.5080E-7	-7.6078E-7	-1.6131E-6	-1.3568E-6	-2.3890E-6	-2.2774E-6	-1.2251E-6	-1.9683E-6	-1.2399E-6	-2.1052E-6	-6.3628E-7	-8.7394E-7	-2.0478E-6	-2.0183E-6	-2.1213E-6	-2.4529E-6	-2.6403E-6	-1.9234E-6	-4.8447E-7
1.4733E+1	-1.3636E-6	-1.0179E-6	-1.4874E-6	-9.1574E-7	1.1582E-5	4.5683E-5	4.8603E-5	3.5743E-5	2.2712E-5	1.1928E-5	8.9159E-6	1.0329E-5	9.3415E-6	7.3298E-6	6.7881E-6	6.5328E-6	3.3829E-6	9.1640E-7	3.4336E-7	2.6887E-6	1.3238E-6	8.7757E-7	7.1656E-7	9.0925E-8	-2.7463E-7	1.8739E-6	4.2159E-6	4.8776E-6	8.4002E-6	9.7980E-6	8.7737E-6	6.3374E-6	4.6976E-6	4.4722E-6	3.9069E-6	4.0437E-6	2.5821E-6	1.8981E-6	1.4720E-6	2.1338E-7	-5.2955E-7	-5.6852E-7	-8.0089E-7	-8.4654E-7	-2.0366E-6	-7.0662E-7	-1.9493E-6	-8.3884E-7	6.6422E-7	-2.0821E-7	-1.2072E-6	-1.8100E-6	-1.5648E-6	-2.3762E-6	-2.3442E-6	-5.6483E-7
1.4770E+1	-4.9816E-6	-3.9837E-6	-7.0217E-6	-6.8222E-6	-5.1291E-6	2.5063E-5	6.4170E-5	5.3452E-5	3.7097E-5	1.9046E-5	1.1313E-5	1.0555E-5	1.3206E-5	1.0779E-5	9.1970E-6	8.8832E-6	7.9852E-6	5.2257E-6	2.4213E-6	3.7591E-6	4.5884E-6	2.5471E-6	1.3833E-6	1.6211E-6	1.5815E-6	9.5941E-7	3.7530E-6	4.8910E-6	7.2709E-6	1.1887E-5	1.1802E-5	9.7733E-6	7.8195E-6	6.2679E-6	6.0455E-6	6.2035E-6	5.3526E-6	3.8547E-6	3.0239E-6	2.5958E-6	1.8648E-6	5.5660E-7	3.6298E-7	1.2418E-7	-1.4893E-6	-7.2532E-7	-6.3336E-7	-5.4583E-7	3.3946E-7	2.9177E-7	8.2828E-7	-3.3272E-7	-3.5475E-7	-9.6973E-7	-1.8969E-6	-1.1988E-6
1.4808E+1	-7.0367E-6	-9.2039E-6	-9.3858E-6	-1.4290E-5	-1.3126E-5	-4.5807E-6	5.1815E-5	8.2752E-5	5.5678E-5	3.4557E-5	1.5533E-5	1.1980E-5	1.2029E-5	1.5261E-5	1.1578E-5	1.0919E-5	9.5909E-6	9.1874E-6	4.6514E-6	4.0687E-6	6.0323E-6	6.8297E-6	3.2449E-6	2.6308E-6	2.1350E-6	2.0352E-6	2.5999E-6	5.5388E-6	5.7569E-6	1.0609E-5	1.3732E-5	1.2747E-5	1.0960E-5	8.5414E-6	7.9329E-6	8.0531E-6	7.1838E-6	7.1674E-6	5.1093E-6	3.7418E-6	3.6074E-6	2.8538E-6	2.2572E-6	1.5589E-6	-1.9194E-7	-2.0484E-7	1.8567E-7	8.5514E-7	7.7150E-7	4.7817E-7	1.3973E-6	1.4274E-6	1.0006E-6	-5.2210E-8	-9.9471E-7	-1.4825E-6
