0.0000E+0	0.0000E+0
1.4172E+1	-2.1920E-7
1.4210E+1	-5.8377E-8
1.4249E+1	7.7372E-7
1.4287E+1	1.3542E-6
1.4325E+1	2.7288E-6
1.4363E+1	-8.8406E-8
1.4402E+1	2.0837E-6
1.4440E+1	-2.4108E-6
1.4478E+1	8.9099E-8
1.4516E+1	-2.2530E-6
1.4555E+1	-6.7917E-6
1.4593E+1	-2.5634E-6
1.4631E+1	-5.8565E-6
1.4669E+1	-1.5329E-6
1.4708E+1	-7.6380E-7
1.4746E+1	-8.4134E-6
1.4784E+1	-3.6205E-6
1.4822E+1	2.8690E-6
1.4861E+1	-3.0760E-6
1.4899E+1	-1.5056E-6
1.4937E+1	5.2616E-7
1.4975E+1	2.7158E-7
1.5014E+1	1.5804E-6
1.5052E+1	-9.6108E-9
1.5090E+1	-1.3434E-6
1.5128E+1	2.3010E-6
1.5167E+1	7.5113E-7
1.5205E+1	-2.2461E-8
1.5243E+1	-1.2972E-7
1.5281E+1	1.5825E-6
1.5320E+1	4.4987E-8
1.5358E+1	-1.2427E-7
1.5396E+1	7.1751E-8
1.5434E+1	-1.4124E-6
1.5473E+1	4.2920E-7
1.5511E+1	2.4281E-7
1.5549E+1	1.1968E-6
1.5587E+1	1.2373E-6
1.5626E+1	-5.0576E-7
1.5664E+1	1.6862E-7
1.5702E+1	1.1810E-6
1.5740E+1	6.2414E-7
1.5779E+1	2.6831E-6
1.5817E+1	-8.1922E-7
1.5855E+1	-1.4938E-6
1.5893E+1	-7.4184E-7
1.5932E+1	3.7646E-7
1.5970E+1	1.3139E-6
1.6008E+1	3.3380E-6
1.6046E+1	3.0894E-7
1.6085E+1	1.6771E-6
1.6123E+1	5.0275E-8
1.6161E+1	-4.3737E-7
1.6199E+1	8.3208E-7
1.6238E+1	6.0217E-7
1.6276E+1	3.4784E-7
1.6314E+1	-1.0078E-6
1.6352E+1	1.9061E-7
1.6391E+1	-1.4049E-6
1.6429E+1	-1.1759E-6
1.6467E+1	-1.5328E-7
1.6505E+1	4.2055E-7
1.6544E+1	-2.4353E-6
1.6582E+1	-1.5550E-6
1.6620E+1	-4.6004E-7
1.6658E+1	1.9542E-6
1.6697E+1	1.7544E-6
1.6735E+1	-3.0021E-6
1.6773E+1	-6.2016E-7
1.6811E+1	9.6749E-7
1.6850E+1	-2.8732E-7
1.6888E+1	-7.8480E-7
1.6926E+1	-5.6989E-7
1.6964E+1	-3.5260E-7
1.7003E+1	-1.4892E-6
1.7041E+1	-6.8475E-7
1.7079E+1	-2.3837E-7
1.7117E+1	6.7401E-7
1.7156E+1	1.6204E-6
1.7194E+1	1.3672E-6
1.7232E+1	7.2045E-7
1.7270E+1	-1.2498E-6
1.7309E+1	-3.5136E-7
1.7347E+1	-2.1226E-6
1.7385E+1	-6.4358E-8
1.7423E+1	-7.5795E-9
