0.0000E+0	0.0000E+0
1.4165E+1	-3.2157E-6
1.4203E+1	-9.7924E-6
1.4240E+1	-1.5590E-4
1.4278E+1	-1.9842E-4
1.4316E+1	-2.6754E-4
1.4354E+1	-3.4316E-4
1.4392E+1	-4.6132E-4
1.4430E+1	-5.9844E-4
1.4468E+1	-8.1071E-4
1.4505E+1	-1.0626E-3
1.4543E+1	-1.4344E-3
1.4581E+1	-1.7860E-3
1.4619E+1	-2.0961E-3
1.4657E+1	-2.4186E-3
1.4695E+1	-2.1441E-3
1.4733E+1	-1.6499E-3
1.4770E+1	-9.8070E-4
1.4808E+1	-2.4911E-4
1.4846E+1	7.3714E-4
1.4884E+1	1.4977E-3
1.4922E+1	2.2147E-3
1.4960E+1	2.7654E-3
1.4998E+1	2.9500E-3
1.5036E+1	3.0049E-3
1.5073E+1	2.8750E-3
1.5111E+1	2.6896E-3
1.5149E+1	2.4398E-3
1.5187E+1	2.2116E-3
1.5225E+1	1.9772E-3
1.5263E+1	1.7699E-3
1.5301E+1	1.5890E-3
1.5338E+1	1.4483E-3
1.5376E+1	1.3383E-3
1.5414E+1	1.2609E-3
1.5452E+1	1.1812E-3
1.5490E+1	1.1179E-3
1.5528E+1	1.0474E-3
1.5566E+1	9.6234E-4
1.5604E+1	8.8844E-4
1.5641E+1	8.1638E-4
1.5679E+1	7.4918E-4
1.5717E+1	6.7318E-4
1.5755E+1	6.1143E-4
1.5793E+1	5.4476E-4
1.5831E+1	4.9120E-4
1.5869E+1	4.4162E-4
1.5906E+1	3.9526E-4
1.5944E+1	3.7246E-4
1.5982E+1	3.5068E-4
1.6020E+1	3.4744E-4
1.6058E+1	3.5481E-4
1.6096E+1	3.5706E-4
1.6134E+1	3.5734E-4
1.6171E+1	3.5345E-4
1.6209E+1	3.4150E-4
1.6247E+1	3.3422E-4
1.6285E+1	3.1577E-4
1.6323E+1	2.9781E-4
1.6361E+1	2.9104E-4
1.6399E+1	2.7402E-4
1.6437E+1	2.5045E-4
1.6474E+1	2.3102E-4
1.6512E+1	2.1698E-4
1.6550E+1	2.0922E-4
1.6588E+1	1.8785E-4
1.6626E+1	1.6987E-4
1.6664E+1	1.6082E-4
1.6702E+1	1.4001E-4
1.6739E+1	1.2638E-4
1.6777E+1	1.0978E-4
1.6815E+1	1.0125E-4
1.6853E+1	8.4671E-5
1.6891E+1	7.3176E-5
1.6929E+1	6.6602E-5
1.6967E+1	5.7251E-5
1.7005E+1	3.9924E-5
1.7042E+1	3.6396E-5
1.7080E+1	2.8654E-5
1.7118E+1	2.5268E-5
1.7156E+1	1.2819E-5
1.7194E+1	2.4867E-5
1.7232E+1	1.4500E-5
1.7270E+1	1.8193E-5
1.7307E+1	1.1365E-5
1.7345E+1	1.1110E-6
1.7383E+1	5.7986E-7
1.7421E+1	2.7202E-7
